id,image_url,brand,manufacturer,product,product_url,price,resolution,connector_type,rating,standing_screen_display_size,display_technology,display_type,number_of_items,operating_system,mounting_hardware,item_weight,model_year,refresh_rate,power_source,batteries_required,speaker_surround_sound_channel_configuration,country_of_origin,item_model_number,model,product_dimensions,hardware_interface,supported_audio_format,image_aspect_ratio,remote_control_included?,mounting_type,audio_wattage,supports_bluetooth_technology,ram_memory_installed_size,wattage,supported_image_type,graphics_coprocessor,batteries_included,model_name,remote_control_description,tuner_technology,total_usb_ports,viewing_angle,screen_resolution,voltage,audio_output_mode,maximum_operating_distance,batteries,remote_control_type,battery_cell_composition,special_features,memory_storage_capacity,image_contrast_ratio,response_time,media_format,includes_rechargable_battery,image_brightness,real_angle_of_view
12,https://images-eu.ssl-images-amazon.com/images/I/417CDbPCDWL._SY300_SX300_QL70_ML2_.jpg,AmazonBasics,"Veira Electronics Private Limited D-239, SEC-63, NOIDA (U.P.) 201305",AmazonBasics 81 cm (32 inches) HD Ready Smart LED Fire TV AB32E10SS (Black)  ,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg14_1?ie=UTF8&adId=A07230511XJVOGA7KXX4I&url=%2FAmazonBasics-80cm-inch-Smart-LED%2Fdp%2FB087JX4TT4%2Fref%3Dsr_1_209_sspa%3Fkeywords%3Dtv%26qid%3D1660812318%26sr%3D8-209-spons%26psc%3D1&qualifier=1660812318&id=3116023885277859&widgetName=sp_atf_next,"13,499",1366x768 Pixels,Wi-Fi,4.0 out of 5 stars,32 Inches,LED,LED,1.0,FireOS,"1 LED TV, 1 Table Top Stand, 1 Wall Mount, 1 User Manual, 1 Remote Control, 2 AAA Batteries, 1 Power Cord, 1 AV Converting cable",3 kg 650 g,2020.0,60 Hz,AC,Yes,Surround Sound,India,AB32E10SS,AB32E10SS,73.2 x 8.3 x 43.9 cm; 3.65 Kilograms,"USB, HDMI","Dolby Audio and DTS TruSurround, WMA, MP3_audio",,,Wall Mount,,Yes,1 GB,,JPEG,Mali450 Quad core,,,,,,,1366 x 768 pixels,,Surround,,,,,,,,,,,,
13,https://images-eu.ssl-images-amazon.com/images/I/41gz9JZLQpL._SY300_SX300_QL70_ML2_.jpg,Coocaa,Radiant Appliances and Electronics Pvt Ltd,Coocaa 138 cm (55 inches) Frameless Series 4k Ultra HD Smart Certified Android IPS Google LED TV 55Y72 (Black)  ,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg14_1?ie=UTF8&adId=A05501107E9CDXMXKF91&url=%2FCoocaa-Frameless-Certified-Android-55Y72%2Fdp%2FB0B45V22TX%2Fref%3Dsr_1_210_sspa%3Fkeywords%3Dtv%26qid%3D1660812318%26sr%3D8-210-spons%26psc%3D1&qualifier=1660812318&id=3116023885277859&widgetName=sp_atf_next,"39,999",3840x2160 Pixels,"Wi-Fi, USB, Ethernet, HDMI",3.6 out of 5 stars,55 Inches,LED,IPS,1.0,Android,"1 Led TV, 1 Wallmount,1 Remote,1 Power Cord,1 Start Guide,1 Warranty Card,2 Batteries,1 Base Stands,4 Screws",10 kg 200 g,2022.0,60 Hz,AC,Yes,DTS Surround | Dolby Audio,India,55Y72,55Y72,122.5 x 23.3 x 77.6 cm; 10.2 Kilograms,,"Mp3_audio, Wma",16:09,Yes,Wall Mount & Table Top,30 Watts,Yes,2 GB,150 Watts,"GIF, JPEG",Mali-450 GPU,Yes,55Y72,One Click Google Assistant | Prime Video | Youtube | Netflix | GooglePlay,PAL,2.0,178 Degrees,,200 Volts,Surround,15 Feet,2 AAA batteries required. (included),"IR, Bluetooth",Lithium Ion,"Personalised for you | Google Duo Supported | Web Touch Remote | Remote with Voice Assistant | HDR 10 | Chameleon Extreme 2.0 Picture Engine | Supported Applications : Netflix, Prime Video, Disney+Hotstar, Sonly Live, Zee5, Youtube",16 GB,4000:1,8 Milliseconds,"AVI, MPEG",No,High Brightness,178 Degrees
14,https://images-eu.ssl-images-amazon.com/images/I/41ylee2VbPL._SY300_SX300_QL70_ML2_.jpg,SANSUI,Sansui,Sansui 109 cm (43 inches) 4K Ultra HD Certified Android LED TV JSW43ASUHD (Mystique Black) with Dolby Audio and DTS  ,https://amazon.in/Sansui-Certified-Android-JSW43ASUHD-Mystique/dp/B09T2SJ5KG/ref=sr_1_211?keywords=tv&qid=1660812318&sr=8-211,"26,999",3840x2160 Pixels,"Bluetooth, Wi-Fi, USB, Ethernet",3.4 out of 5 stars,43 Inches,LED,A+,1.0,Android,"1 TV Unit, 1 Remote Controller, 1 User Manual, 1 Warranty Card, 1 Wall Mount, 2 AAA Battery, 2 Base Stand, 4 Screws, 1 Mini AV Cable, 1 Power Cord",6 kg 750 g,2022.0,60 Hz,AC,Yes,"Dolby Audio | DTS Studio Sound, Stereo Surround",India,JSW43ASUHD,JSW43ASUHD,107.5 x 14.3 x 66 cm; 6.75 Kilograms,Bluetooth,"MP3, WMA",16:9,Yes,Wall Mount & Table Top,20 Watts,Yes,2 GB,100 Watts,"GIF, JPEG",,Yes,,"IR, Bluetooth,Google Voice Assistant",NTSC,,178 Degrees,3840 x 2160 pixels,110 Volts,Surround,9 Feet,2 AAA batteries required. (included),"IR, Bluetooth,Google Voice Assistant",Zinc Carbon,"Android 10.0 (Certified by Google), Google Assistant, Alexa Enabled Support, Built-in Chromecast, Supported Apps: Prime Video | Netflix | Disney + Hotstar | YouTube | Google Play | Voice Search Smart Remote",8 GB,5000:1,8 Milliseconds,,No,,
15,https://images-eu.ssl-images-amazon.com/images/I/41qZGZrH-CL._SY300_SX300_QL70_ML2_.jpg,Kodak,SPPL,Kodak 108 cm (43 inches) 4K Ultra HD Smart Android LED TV 43CAPRO5022 (Black) (2022 Model)  ,https://amazon.in/Kodak-inches-Ultra-Android-43CAPRO5022/dp/B09PLDRLGF/ref=sr_1_212?keywords=tv&qid=1660812318&sr=8-212,"25,999",3840 x 2160 Pixels,"Wi-Fi, USB, Ethernet, HDMI",4.1 out of 5 stars,43 Inches,LED,HDR 10,1.0,Android,"1 LED TV, 1 Table Stand Base, 1 User Manual, 1 Warranty Card, 1 Remote Control,1 Wall Mount, 2 AAA Battery",10 kg,2022.0,60 Hz,AC,Yes,DTS Trusurround & Dolby MS12,India,43CAPRO5022,43CAPRO5022,55 x 97 x 10 cm; 10 Kilograms,"USB, HDMI","Mp3_audio, Wma",16:09,Yes,,40 Watts,Yes,2 GB,40 Watts,JPEG,Mali-G52MC1,Yes,CA PRO,"One Click Netflix, Amazon Prime, Google Play & Youtube Video Button Remote | Google Assistant",DVB-T2,,,3840 x 2160 pixels,150 Volts,,,2 AAA batteries required. (included),,Lithium,,,5000:1,8 Milliseconds,,No,,
16,https://images-eu.ssl-images-amazon.com/images/I/51AndKiZOLL._SY300_SX300_QL70_ML2_.jpg,Samsung,Samsung India Pvt Ltd,Samsung 214 cm (85 inches) 4K Ultra HD Smart Neo QLED TV QA85QN90BAKXXL (Titan Black)  ,https://amazon.in/Samsung-inches-Ultra-Smart-QA85QN90BAKXXL/dp/B09Y65HV6N/ref=sr_1_217?keywords=tv&qid=1660812318&sr=8-217,"6,69,990",3840x2160 Pixels,"Wi-Fi, USB, Ethernet, HDMI",4.1 out of 5 stars,85 Inches,QLED,HDR 10+,1.0,Tizen,"1 LED TV, 1 Power Cord, 1 Remote control, 2 Stand-Top (Table Top will be Provided at the time on installation)",56 kg 700 g,2022.0,100 Hz,AC,No,Dolby Digital Plus,Vietnam,QA85QN90BAKXXL,QA85QN90BAKXXL,36.6 x 189.2 x 114.4 cm; 56.7 Kilograms,"USB, HDMI","Mp3_audio, Wma",16:09,Yes,Wall Mount,60 Watts,Yes,2.5 GB,60 Watts,"GIF, JPEG",Neo Quantum Processor 4K,No,QA85QN90BAKXXL,"Voice Assistant Key | Hotkey for Prime Video, Netflix and Zee5",DVB-T,2.0,178 Degrees,3840 x 2160 pixels,375 Volts,Surround,28 Feet,,Bluetooth,,"Neo Quantum Processor 4K , One Billion Color , PQI , Quantum HDR 24x , Certified(HDR10+ Adaptive & HDR10+ GAMING) , Expert Calibration , AI Upscale ,100% Colour Volume with Quantum Dot , Motion Xcelerator Turbo Pro, AI Upscale , Auto Game Mode (ALLM) , Game Motion Plus , Auto Game Mode (ALLM)",8 GB,,,"AVI, MPEG",,High Brightness,178 Degrees
17,https://images-eu.ssl-images-amazon.com/images/I/41611VFTGwL._SY300_SX300_QL70_ML2_.jpg,Redmi,Redmi,Redmi 80 cm (32 inches) Android 11 Series HD Ready Smart LED TV | L32M6-RA/L32M7-RA (Black)  ,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg14_1?ie=UTF8&adId=A054367039CG9GF4P6B7C&url=%2FRedmi-inches-Ready-L32M6-RA-Android%2Fdp%2FB09F9YQQ7B%2Fref%3Dsr_1_219_sspa%3Fkeywords%3Dtv%26qid%3D1660812318%26sr%3D8-219-spons%26psc%3D1&qualifier=1660812318&id=3116023885277859&widgetName=sp_mtf,"14,999",1366 x 768 Pixels,"Wi-Fi, USB, Ethernet, HDMI",4.2 out of 5 stars,32 Inches,LED,A+,1.0,Android,"1 LED TV, 2 Table Stand Base, 1 User Manual, 1 Remote Control, 4 screws",3 kg 920 g,2021.0,60 Hz,AC,Yes,Dolby Audio | DTS Virtual: X | DTS-HD,India,L32M6-RA/L32M7-RA,L32M6-RA/L32M7-RA,73 x 8.7 x 47.6 cm; 3.92 Kilograms,"AV Port, Ethernet, HDMI, Headphone, USB 2.0","Dolby, DTS-HD, Mp3_audio",16:09,Yes,Wall Mount,20 Watts,Yes,1 GB,50 Watts,JPEG,Mali G31 MP2,No,Redmi Smart TV 32,Remote with easy Access like Voice assistant | Ok Google | Quick Wake | Quick Mute | Quick Settings | Netflix and Prime Video buttons,NTSC,2.0,178 Degrees,1366 x 768 pixels,240 Volts,Stereo,8 Feet,2 AAA batteries required.,Bluetooth,,PatchWall 4 with IMDb Integration | Kids Mode with Parental Lock | 90+ Free Live Channels | Netflix | Prime Video | Disney+ Hotstar and more | Android TV 11 | Google Assistant | Chromecast Built-in | Miracast,8 GB,,,"AVI, MPEG",,Ultra Bright Screen,178 Degrees
18,https://images-eu.ssl-images-amazon.com/images/I/41dvZHrAhTL._SX300_SY300_QL70_ML2_.jpg,NVY,Reach NVY PVT Ltd,NVY 80 cm (32 inch) HD Ready Smart LED TV | NVA32SFR1 (Black) (2022 Model) with Android 9.0  ,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg14_1?ie=UTF8&adId=A06313891JMLU6VY8N7AD&url=%2FNVY-32-TV-NVA32SFR1-Android%2Fdp%2FB09WDZNLN9%2Fref%3Dsr_1_220_sspa%3Fkeywords%3Dtv%26qid%3D1660812318%26sr%3D8-220-spons%26psc%3D1&qualifier=1660812318&id=3116023885277859&widgetName=sp_mtf,"10,990",1366768 Pixels,"Wi-Fi, HDMI",4.4 out of 5 stars,32 Inches,LED,LED,1.0,Android,"1 LED TV, 1 Table Top Stand, 1 Wall Mount Bracket, 1 User Manual, 1 Warranty Card, 1 Remote Control",5 kg,2022.0,60 Hz,AC,No,2,India,32 SMART TV,32 SMART TV,,"Ethernet, HDMI, USB 2.0","Mp3_audio, Wma",16:9,Yes,Wall Mount,20 Watts,,1 GB,48 Watts,,,,NVA32SFR1,,,2.0,178 Degrees,,240 Volts,Surround,7 Feet,,IR,,,8 GB,,8 Milliseconds,,,,
19,https://images-eu.ssl-images-amazon.com/images/I/411KWl06uuL._SY300_SX300_QL70_ML2_.jpg,Sony,Sony,Sony Bravia 126 cm (50 inches) 4K Ultra HD Smart LED Google TV KD-50X80K (Black)  ,https://amazon.in/Sony-Bravia-inches-Google-KD-50X80K/dp/B09ZLNNMGH/ref=sr_1_223?keywords=tv&qid=1660812318&sr=8-223,"79,790",3840 x 2160 Pixels,"Wi-Fi, USB, Ethernet, HDMI",4.8 out of 5 stars,50 Inches,LED,4K HDR | Motion Flow XR200,1.0,Android,"1 LED TV, 1 Warranty Card,1 AC Adapter, 1 AC Power Cord, 1 Remote Control, 1 Table-Top Stand, 1 User Manual, 2 AAA Batteries",12 kg 400 g,2022.0,60 Hz,AC,Yes,Dolby Atmos,India,KD-50X80K,KD-50X80K,111.9 x 7 x 64.9 cm; 12.4 Kilograms,"Ethernet, Composite Video, Bluetooth 5","Mp3_audio, Wma",16:09,Yes,Wall Mount & Table Mount,20 Watts,Yes,,244 Watts,"TIFF, JPEG",X1 4K HDR Processor,Yes,Bravia,One Click Google Assistant | Youtube | Netflix | Youtube Music | Prime Video,DVB-T,2.0,178 Degrees,3840 x 2160 pixels,240 Volts,Two channel linear,3.5 Feet,2 AAA batteries required. (included),"IR, Bluetooth",Alkaline,"Google TV, Watchlist, Voice Search, Google Play, Chromecast | Supported Apps : Netflix, Amazon Prime Video, Additional Features: Apple Airplay, Apple Homekit, Alexa",,,,"AVI, MPEG",No,High Brightness,178 Degrees
20,https://images-eu.ssl-images-amazon.com/images/I/41gz9JZLQpL._SY300_SX300_QL70_ML2_.jpg,Coocaa,Radiant Appliances and Electronics Pvt Ltd,Coocaa 138 cm (55 inches) Frameless Series 4k Ultra HD Smart Certified Android IPS Google LED TV 55Y72 (Black)  ,https://amazon.in/Coocaa-Frameless-Certified-Android-55Y72/dp/B0B45V22TX/ref=sr_1_224?keywords=tv&qid=1660812318&sr=8-224,"39,999",3840x2160 Pixels,"Wi-Fi, USB, Ethernet, HDMI",3.6 out of 5 stars,55 Inches,LED,IPS,1.0,Android,"1 Led TV, 1 Wallmount,1 Remote,1 Power Cord,1 Start Guide,1 Warranty Card,2 Batteries,1 Base Stands,4 Screws",10 kg 200 g,2022.0,60 Hz,AC,Yes,DTS Surround | Dolby Audio,India,55Y72,55Y72,122.5 x 23.3 x 77.6 cm; 10.2 Kilograms,,"Mp3_audio, Wma",16:09,Yes,Wall Mount & Table Top,30 Watts,Yes,2 GB,150 Watts,"GIF, JPEG",Mali-450 GPU,Yes,55Y72,One Click Google Assistant | Prime Video | Youtube | Netflix | GooglePlay,PAL,2.0,178 Degrees,,200 Volts,Surround,15 Feet,2 AAA batteries required. (included),"IR, Bluetooth",Lithium Ion,"Personalised for you | Google Duo Supported | Web Touch Remote | Remote with Voice Assistant | HDR 10 | Chameleon Extreme 2.0 Picture Engine | Supported Applications : Netflix, Prime Video, Disney+Hotstar, Sonly Live, Zee5, Youtube",16 GB,4000:1,8 Milliseconds,"AVI, MPEG",No,High Brightness,178 Degrees
21,https://m.media-amazon.com/images/I/41R1+jL+hpL._SX300_SY300_.jpg,Sony,Sony India Private Limited,Sony Bravia 80 cm (32 inches) HD Ready Smart LED TV 32W6100 (Black) (2020 Model)  ,https://amazon.in/Sony-Bravia-inches-Ready-32W6100/dp/B084T8MD6P/ref=sr_1_227?keywords=tv&qid=1660812318&sr=8-227,"25,990",1366x768 Pixels,"Wi-Fi, USB, HDMI",4.6 out of 5 stars,32 Inches,LED,LED,1.0,Linux,"1 LED TV, 1 Table Top Stand, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 AAA Batteries, 1 Power Cable, 1 AC Adaptor",5 kg,2020.0,60 Hz,AC,No,Open Baffle Speaker | ClearAudio+ technology | TV MusicBox,India,KDL-32W6100,KDL-32W6100,73 x 7 x 43 cm; 5 Kilograms,"USB, HDMI","Mp3_audio, Wma",16:9,Yes,Wall Mount,20 Watts,No,,20.00,JPEG,,Yes,Bravia,Comes with navigation keys on the remote for better functions,,,,1366 x 768 pixels,,,,2 AA batteries required. (included),,Alkaline,,,Standard,,,,,
22,https://images-eu.ssl-images-amazon.com/images/I/41CdATjO55L._SX300_SY300_QL70_ML2_.jpg,Candes,Vedanta Electricals Private Limited,Candes 102 cm (40 Inches) Full HD Smart Android LED TV CTPL40E1S (Black) (2021 Model)  ,https://amazon.in/Candes-Ready-Smart-Android-CTPL40E1S/dp/B09D3KT452/ref=sr_1_228?keywords=tv&qid=1660812318&sr=8-228,"14,699",19201080 Pixels,Wi-Fi,3.6 out of 5 stars,40 Inches,LED,A+,1.0,Android,"1 LED TV, 2 Table Stand Base, 1 User Manual, 1 Warranty Card, 1 Remote Control",4 kg 700 g,2021.0,60 Hz,AC,No,2.0,India,"40"" with Frame","40"" with Frame",92.5 x 20 x 54.5 cm; 4.7 Kilograms,HDMI,"MP3, wav, wma",16:09,,Wall Mount,20 Watts,No,,50 Watts,,,No,"40"" with Frame TV",,,2.0,,1920 x 1080 pixels,220 Volts (AC),Surround,,,,,Flat,,300000:1,,,,,
23,https://images-eu.ssl-images-amazon.com/images/I/41Q5zqyjWPL._SY300_SX300_QL70_ML2_.jpg,Karbonn,"Westway Electronics Limited, A001D, Sector-84, Noida, G.B Nagar, Uttar Pradesh, 201305",Karbonn 80 cm (32 Inches) Millennium Series HD Ready Smart LED TV KJW32SKHD (Phantom Black) with Bezel-Less Design  ,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg14_1?ie=UTF8&adId=A03301052HG8ZJO86QMJ4&url=%2FKarbonn-Millennium-KJW32SKHD-Phantom-Bezel-Less%2Fdp%2FB0B466C3G4%2Fref%3Dsr_1_229_sspa%3Fkeywords%3Dtv%26qid%3D1660812318%26sr%3D8-229-spons%26psc%3D1&qualifier=1660812318&id=3116023885277859&widgetName=sp_btf,"8,990",1366x768 Pixels,"Wi-Fi, USB, Ethernet, HDMI",4.4 out of 5 stars,32 Inches,LED,A+,1.0,Android,"1 LED TV, 2 Table Stand Base, 1 Wall Mounting Set, 4 Screws, 1 User Manual, 1 Warranty Card, 1 Remote Control, 2 AAA Battery",4 kg 400 g,2021.0,60 Hz,AC,Yes,Sorround,India,KJW32SKHD,KJW32SKHD,72.2 x 8 x 42.5 cm; 4.4 Kilograms,"USB, HDMI","Mp3_audio, Wma",16:09,Yes,Wall Mount & Table Mount,20 Watts,No,1 GB,60 Watts,"GIF, JPEG",Mali-G31MP2,Yes,KJW32SKHD,Navigation Keys for Easy Access,NTSC,2.0,178 Degrees,,110 Volts,,9 Feet,2 AAA batteries required. (included),IR,Manganese,"Prime Video, Inbuilt App Store, SonyLiv, Youtube, Hotstar, Android 9 (GOS), In-built Apps Store, Screen Sharing, Remote with Hotkeys, Movie Box | Supported Apps : Netflix",8 GB,3000:1,8 Milliseconds,"AVI, MPEG",No,High brightness,178 Degrees
24,https://images-eu.ssl-images-amazon.com/images/I/417CDbPCDWL._SY300_SX300_QL70_ML2_.jpg,AmazonBasics,"Veira Electronics Private Limited D-239, SEC-63, NOIDA (U.P.) 201305",AmazonBasics 81 cm (32 inches) HD Ready Smart LED Fire TV AB32E10SS (Black)  ,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg15_1?ie=UTF8&adId=A07230511XJVOGA7KXX4I&url=%2FAmazonBasics-80cm-inch-Smart-LED%2Fdp%2FB087JX4TT4%2Fref%3Dsr_1_225_sspa%3Fkeywords%3Dtv%26qid%3D1660812320%26sr%3D8-225-spons%26psc%3D1&qualifier=1660812320&id=293584657745250&widgetName=sp_atf_next,"13,499",1366x768 Pixels,Wi-Fi,4.0 out of 5 stars,32 Inches,LED,LED,1.0,FireOS,"1 LED TV, 1 Table Top Stand, 1 Wall Mount, 1 User Manual, 1 Remote Control, 2 AAA Batteries, 1 Power Cord, 1 AV Converting cable",3 kg 650 g,2020.0,60 Hz,AC,Yes,Surround Sound,India,AB32E10SS,AB32E10SS,73.2 x 8.3 x 43.9 cm; 3.65 Kilograms,"USB, HDMI","Dolby Audio and DTS TruSurround, WMA, MP3_audio",,,Wall Mount,,Yes,1 GB,,JPEG,Mali450 Quad core,,,,,,,1366 x 768 pixels,,Surround,,,,,,,,,,,,
25,https://images-eu.ssl-images-amazon.com/images/I/41gz9JZLQpL._SY300_SX300_QL70_ML2_.jpg,Coocaa,Radiant Appliances and Electronics Pvt Ltd,Coocaa 138 cm (55 inches) Frameless Series 4k Ultra HD Smart Certified Android IPS Google LED TV 55Y72 (Black)  ,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg15_1?ie=UTF8&adId=A05501107E9CDXMXKF91&url=%2FCoocaa-Frameless-Certified-Android-55Y72%2Fdp%2FB0B45V22TX%2Fref%3Dsr_1_226_sspa%3Fkeywords%3Dtv%26qid%3D1660812320%26sr%3D8-226-spons%26psc%3D1&qualifier=1660812320&id=293584657745250&widgetName=sp_atf_next,"39,999",3840x2160 Pixels,"Wi-Fi, USB, Ethernet, HDMI",3.6 out of 5 stars,55 Inches,LED,IPS,1.0,Android,"1 Led TV, 1 Wallmount,1 Remote,1 Power Cord,1 Start Guide,1 Warranty Card,2 Batteries,1 Base Stands,4 Screws",10 kg 200 g,2022.0,60 Hz,AC,Yes,DTS Surround | Dolby Audio,India,55Y72,55Y72,122.5 x 23.3 x 77.6 cm; 10.2 Kilograms,,"Mp3_audio, Wma",16:09,Yes,Wall Mount & Table Top,30 Watts,Yes,2 GB,150 Watts,"GIF, JPEG",Mali-450 GPU,Yes,55Y72,One Click Google Assistant | Prime Video | Youtube | Netflix | GooglePlay,PAL,2.0,178 Degrees,,200 Volts,Surround,15 Feet,2 AAA batteries required. (included),"IR, Bluetooth",Lithium Ion,"Personalised for you | Google Duo Supported | Web Touch Remote | Remote with Voice Assistant | HDR 10 | Chameleon Extreme 2.0 Picture Engine | Supported Applications : Netflix, Prime Video, Disney+Hotstar, Sonly Live, Zee5, Youtube",16 GB,4000:1,8 Milliseconds,"AVI, MPEG",No,High Brightness,178 Degrees
26,https://images-eu.ssl-images-amazon.com/images/I/41X7SqU1HNL._SY300_SX300_QL70_ML2_.jpg,TCL,Genus Electrotech Limited,TCL 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32P30S (Black)  ,https://amazon.in/TCL-inches-Ready-Android-32P30S/dp/B07GTD1LHY/ref=sr_1_231?keywords=tv&qid=1660812320&sr=8-231,"16,499",1366x768 Pixels,"Wi-Fi, USB, HDMI",4.2 out of 5 stars,32 Inches,LED,A+,1.0,Android,"1 LED TV, 1 Table Top Stand, 1 Wall Mount Bracket, 1 User Manual, 1 Warranty Card, 1 Remote Control",3 kg 900 g,2018.0,60 Hz,AC,No,Surround Sound,India,32P30S,32P30S,73.2 x 18.2 x 43.1 cm; 3.9 Kilograms,"USB, HDMI",Mp3_audio,16:9,Yes,Wall Mount,16 Watts,No,,16 Watts,JPEG,Dual Core MALI 470,Yes,P30,Comes with navigation keys on the remote for better functions,DVB-T2/NTSC/PAL/SECAM,1.0,178 Degrees,1366 x 768 pixels,,,8 Feet,2 AAA batteries required. (included),"IR, Bluetooth",Alkaline,Smart TV Features: Android O (Certified by Google) |Dual Core MALI 470 Graphics Processor,,3000:1,6.5 Milliseconds,DVD,,High brightness,
27,https://images-eu.ssl-images-amazon.com/images/I/41CdATjO55L._SX300_SY300_QL70_ML2_.jpg,Candes,Vedanta Electricals Private Limited,Candes 102 cm (40 Inches) Full HD Smart Android LED TV CTPL40E1S (Black) (2021 Model)  ,https://amazon.in/Candes-Ready-Smart-Android-CTPL40E1S/dp/B09D3KT452/ref=sr_1_233?keywords=tv&qid=1660812320&sr=8-233,"14,699",19201080 Pixels,Wi-Fi,3.6 out of 5 stars,40 Inches,LED,A+,1.0,Android,"1 LED TV, 2 Table Stand Base, 1 User Manual, 1 Warranty Card, 1 Remote Control",4 kg 700 g,2021.0,60 Hz,AC,No,2.0,India,"40"" with Frame","40"" with Frame",92.5 x 20 x 54.5 cm; 4.7 Kilograms,HDMI,"MP3, wav, wma",16:09,,Wall Mount,20 Watts,No,,50 Watts,,,No,"40"" with Frame TV",,,2.0,,1920 x 1080 pixels,220 Volts (AC),Surround,,,,,Flat,,300000:1,,,,,
28,https://images-eu.ssl-images-amazon.com/images/I/41611VFTGwL._SY300_SX300_QL70_ML2_.jpg,Redmi,Redmi,Redmi 80 cm (32 inches) Android 11 Series HD Ready Smart LED TV | L32M6-RA/L32M7-RA (Black)  ,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg15_1?ie=UTF8&adId=A054367039CG9GF4P6B7C&url=%2FRedmi-inches-Ready-L32M6-RA-Android%2Fdp%2FB09F9YQQ7B%2Fref%3Dsr_1_235_sspa%3Fkeywords%3Dtv%26qid%3D1660812320%26sr%3D8-235-spons%26psc%3D1&qualifier=1660812320&id=293584657745250&widgetName=sp_mtf,"14,999",1366 x 768 Pixels,"Wi-Fi, USB, Ethernet, HDMI",4.2 out of 5 stars,32 Inches,LED,A+,1.0,Android,"1 LED TV, 2 Table Stand Base, 1 User Manual, 1 Remote Control, 4 screws",3 kg 920 g,2021.0,60 Hz,AC,Yes,Dolby Audio | DTS Virtual: X | DTS-HD,India,L32M6-RA/L32M7-RA,L32M6-RA/L32M7-RA,73 x 8.7 x 47.6 cm; 3.92 Kilograms,"AV Port, Ethernet, HDMI, Headphone, USB 2.0","Dolby, DTS-HD, Mp3_audio",16:09,Yes,Wall Mount,20 Watts,Yes,1 GB,50 Watts,JPEG,Mali G31 MP2,No,Redmi Smart TV 32,Remote with easy Access like Voice assistant | Ok Google | Quick Wake | Quick Mute | Quick Settings | Netflix and Prime Video buttons,NTSC,2.0,178 Degrees,1366 x 768 pixels,240 Volts,Stereo,8 Feet,2 AAA batteries required.,Bluetooth,,PatchWall 4 with IMDb Integration | Kids Mode with Parental Lock | 90+ Free Live Channels | Netflix | Prime Video | Disney+ Hotstar and more | Android TV 11 | Google Assistant | Chromecast Built-in | Miracast,8 GB,,,"AVI, MPEG",,Ultra Bright Screen,178 Degrees
29,https://images-eu.ssl-images-amazon.com/images/I/41dvZHrAhTL._SX300_SY300_QL70_ML2_.jpg,NVY,Reach NVY PVT Ltd,NVY 80 cm (32 inch) HD Ready Smart LED TV | NVA32SFR1 (Black) (2022 Model) with Android 9.0  ,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg15_1?ie=UTF8&adId=A06313891JMLU6VY8N7AD&url=%2FNVY-32-TV-NVA32SFR1-Android%2Fdp%2FB09WDZNLN9%2Fref%3Dsr_1_236_sspa%3Fkeywords%3Dtv%26qid%3D1660812320%26sr%3D8-236-spons%26psc%3D1&qualifier=1660812320&id=293584657745250&widgetName=sp_mtf,"10,990",1366768 Pixels,"Wi-Fi, HDMI",4.4 out of 5 stars,32 Inches,LED,LED,1.0,Android,"1 LED TV, 1 Table Top Stand, 1 Wall Mount Bracket, 1 User Manual, 1 Warranty Card, 1 Remote Control",5 kg,2022.0,60 Hz,AC,No,2,India,32 SMART TV,32 SMART TV,,"Ethernet, HDMI, USB 2.0","Mp3_audio, Wma",16:9,Yes,Wall Mount,20 Watts,,1 GB,48 Watts,,,,NVA32SFR1,,,2.0,178 Degrees,,240 Volts,Surround,7 Feet,,IR,,,8 GB,,8 Milliseconds,,,,
